# source http://cdsarc.u-strasbg.fr/viz-bin/qcat?J/A+A/578/A110#sRM-F.62
# PairID, IDinpair, RAdeg, DECdeg, z
 341 1 152.92519   6.24721 0.06372
 341 2 152.97031   6.26249 0.06392
 342 1 150.46796  44.47742 0.03314
 342 2 150.45880  44.57375 0.03307
 343 1 148.84167  44.44053 0.02646
 343 2 148.85547  44.41448 0.02624
 344 1 150.19792  44.85112 0.02799
 344 2 150.22844  44.76479 0.02786
 345 1 158.06773  53.64508 0.04659
 345 2 158.06590  53.62482 0.04617
 346 1 158.28212  53.72141 0.06226
 346 2 158.15971  53.70704 0.06197
 347 1 154.08487  54.47974 0.02509
 347 2 154.02216  54.46284 0.02514
 348 1 118.50495  29.42070 0.03604
 348 2 118.59043  29.38178 0.03619
 349 1 117.48089  29.72821 0.05441
 349 2 117.44226  29.68007 0.05453
 350 1 146.99908  51.87743 0.04739
 350 2 147.03960  51.89445 0.04785
 351 1 240.69461  51.87327 0.04931
 351 2 240.66312  51.84562 0.04890
 352 1 220.18335  56.89524 0.04067
 352 2 220.22723  56.87982 0.04076
 353 1 220.92723  56.73725 0.04320
 353 2 220.90646  56.77268 0.04282
 354 1 221.89124  56.23772 0.05444
 354 2 221.91187  56.25597 0.05496
 355 1 217.34763  45.07203 0.02778
 355 2 217.34016  45.09768 0.02788
 356 1 125.73875  38.70373 0.07235
 356 2 125.68929  38.68850 0.07255
 357 1 126.47466  39.18602 0.02734
 357 2 126.22139  39.11087 0.02738
 358 1 126.60756  39.61009 0.04066
 358 2 126.47470  39.66751 0.04075
 359 1 130.89784  41.30838 0.06844
 359 2 130.81577  41.30602 0.06806
 360 1 130.67311  42.81317 0.03265
 360 2 130.74623  42.84694 0.03251
 361 1 134.09650  45.15464 0.05313
 361 2 134.13483  45.16659 0.05316
 362 1 179.11156  50.11460 0.05007
 362 2 179.03290  50.09161 0.04977
 363 1 229.09959  50.77954 0.03040
 363 2 228.89996  50.74153 0.03032
 364 1 245.50111  38.99501 0.06400
 364 2 245.41772  39.01809 0.06422
 365 1 234.85059  48.14372 0.07050
 365 2 234.81131  48.08816 0.07081
 366 1 121.07971  33.02668 0.03958
 366 2 121.11493  33.14346 0.03918
 367 1 126.37647  37.50028 0.01277
 367 2 125.83893  37.67033 0.01285
 368 1 210.36687  46.42002 0.04040
 368 2 210.27313  46.49205 0.04031
 369 1 212.28105  46.78611 0.01306
 369 2 212.27690  47.00956 0.01285
 370 1 214.32640  46.69824 0.03789
 370 2 214.48238  46.63890 0.03791
 371 1 177.16263  47.63570 0.03731
 371 2 177.33371  47.63042 0.03736
 372 1 131.75946  55.65570 0.04228
 372 2 131.70581  55.52932 0.04261
 373 1 178.31593  47.33553 0.04729
 373 2 178.38983  47.31867 0.04733
 374 1 176.22681  53.96215 0.06207
 374 2 176.19626  53.91708 0.06236
 375 1 175.58362  54.79168 0.04629
 375 2 175.55583  54.79620 0.04603
 376 1 121.99061  26.02935 0.01414
 376 2 121.67882  26.16152 0.01402
 377 1 145.29741  39.01249 0.04561
 377 2 145.29564  39.00491 0.04571
 378 1 149.59869  37.98977 0.05016
 378 2 149.51019  37.93390 0.04969
 379 1 143.04276  36.82714 0.05296
 379 2 143.02263  36.83819 0.05344
 380 1 144.89589  37.52186 0.04995
 380 2 144.93532  37.49538 0.05008
 381 1 138.28139   6.82150 0.05645
 381 2 138.29366   6.79132 0.05652
 382 1 150.58327  10.44087 0.06014
 382 2 150.57234  10.42473 0.05991
 383 1 151.13889  10.41373 0.03083
 383 2 151.14577  10.40757 0.03074
 384 1 150.46808  11.07215 0.05180
 384 2 150.53183  11.13233 0.05142
 385 1 150.55629  11.31973 0.05501
 385 2 150.57938  11.26045 0.05492
 386 1 234.09352  34.86969 0.06594
 386 2 234.02693  34.83680 0.06549
 387 1 235.39439  34.13021 0.05635
 387 2 235.40968  34.19168 0.05648
 388 1 232.82805  36.08004 0.03693
 388 2 232.83540  35.98201 0.03677
 389 1 213.26965  41.33871 0.06781
 389 2 213.27432  41.34582 0.06729
 390 1 239.96504  25.94064 0.04466
 390 2 239.96388  25.91464 0.04450
 391 1 222.17572  44.42920 0.04373
 391 2 222.09505  44.41863 0.04354
 392 1 130.90535   5.31693 0.05045
 392 2 130.85852   5.34339 0.05052
 393 1 157.31459   6.12810 0.01188
 393 2 157.10304   6.23859 0.01182
 394 1 151.17920  37.88314 0.05879
 394 2 151.16731  37.85333 0.05838
 395 1 210.29526  43.58354 0.03348
 395 2 210.20618  43.56301 0.03334
 396 1 217.49490  39.94063 0.03326
 396 2 217.31831  39.85040 0.03300
 397 1 186.40158  50.33696 0.00826
 397 2 186.36829  50.32884 0.00836
 398 1 185.70473  66.86259 0.03219
 398 2 185.76868  66.91137 0.03235
 399 1 186.45581  50.09592 0.02371
 399 2 186.81960  50.09492 0.02393
 400 1 180.60817  50.45907 0.06268
 400 2 180.68243  50.44576 0.06318
 401 1 215.08000   8.92750 0.04397
 401 2 214.98244   8.86582 0.04399
 402 1 216.68626   9.17926 0.05504
 402 2 216.70055   9.18833 0.05538
 403 1 218.04425   8.18940 0.05323
 403 2 218.03810   8.10121 0.05294
 404 1 133.89163   6.65918 0.05208
 404 2 133.89987   6.70792 0.05191
 405 1 155.84146   9.93746 0.03236
 405 2 155.86470   9.98214 0.03226
 406 1 152.93896  11.34628 0.05410
 406 2 152.95596  11.28992 0.05367
 407 1 129.44116   8.37616 0.05714
 407 2 129.42900   8.36177 0.05665
 408 1 156.40503  42.95930 0.04868
 408 2 156.34372  42.96470 0.04845
 409 1 154.82607  43.34906 0.02597
 409 2 154.92659  43.36631 0.02611
 410 1 194.76093  46.57986 0.05059
 410 2 194.79694  46.57277 0.05082
 411 1 190.45029  47.70888 0.03079
 411 2 190.37283  47.53699 0.03090
 412 1 168.62415  10.76844 0.04655
 412 2 168.65167  10.80215 0.04675
 413 1 149.92468  39.65738 0.02850
 413 2 149.83458  39.67022 0.02900
 414 1 153.74559   7.80069 0.02830
 414 2 153.76062   7.80741 0.02827
 415 1 159.71838   8.81298 0.03185
 415 2 159.74182   8.74941 0.03165
 416 1 154.47885   9.13592 0.04419
 416 2 154.44649   9.13679 0.04444
 417 1 197.15623  54.07436 0.00821
 417 2 197.28639  53.94355 0.00835
 418 1 137.84204  37.10916 0.05580
 418 2 137.77483  37.02979 0.05555
 419 1 142.15643  38.53924 0.01214
 419 2 142.16606  38.56361 0.01245
 420 1 165.79659  14.75689 0.02417
 420 2 165.88553  14.72753 0.02410
 421 1 155.93452  37.64115 0.04169
 421 2 155.94986  37.66413 0.04165
 422 1 158.79628  42.77043 0.02915
 422 2 158.75621  42.81246 0.02893
 423 1 156.71582  41.88856 0.02295
 423 2 156.53633  42.02616 0.02279
 424 1 168.39185  11.45618 0.07456
 424 2 168.41275  11.47750 0.07457
 425 1 217.72307  11.23664 0.04925
 425 2 217.75580  11.14315 0.04940
 426 1 208.66724  44.83154 0.05988
 426 2 208.58954  44.82447 0.06011
 427 1 163.08124  44.17271 0.04889
 427 2 163.11259  44.13493 0.04903
 428 1 151.91249  36.65319 0.04145
 428 2 151.93704  36.65119 0.04135
 429 1 167.77650  43.63300 0.02503
 429 2 167.97369  43.56667 0.02482
 430 1 169.35394  44.56330 0.06625
 430 2 169.42889  44.55948 0.06606
 431 1 164.72227  42.00464 0.04798
 431 2 164.72545  42.04794 0.04792
 432 1 166.54324  42.63710 0.04875
 432 2 166.54860  42.60925 0.04868
 433 1 237.66972   7.95800 0.04187
 433 2 237.66641   7.95799 0.04184
 434 1 233.94319   7.94185 0.03383
 434 2 233.98283   7.97585 0.03370
 435 1 194.23956  38.47827 0.05193
 435 2 194.23195  38.58536 0.05163
 436 1 124.91360  28.77910 0.03504
 436 2 125.06406  28.87923 0.03489
 437 1 129.56964  31.81735 0.02679
 437 2 129.65668  31.88899 0.02731
 438 1 130.21310  31.98152 0.04699
 438 2 130.16087  31.90198 0.04735
 439 1 165.07420  44.58839 0.03690
 439 2 165.06430  44.61338 0.03677
 440 1 164.87015  45.89696 0.05125
 440 2 164.83333  45.91826 0.05129
 441 1 233.94093  44.83481 0.02964
 441 2 233.92955  44.81334 0.02964
 442 1 175.07710   9.00989 0.00611
 442 2 174.96983   8.87449 0.00661
 443 1 162.87292   9.27951 0.02666
 443 2 162.92245   9.14048 0.02659
 444 1 184.61801  57.23842 0.05491
 444 2 184.65700  57.31282 0.05500
 445 1 182.88943  57.73748 0.01625
 445 2 182.82617  57.64472 0.01643
 446 1 208.41205  57.55885 0.02604
 446 2 208.42374  57.52226 0.02599
 447 1 209.52066  57.16764 0.05899
 447 2 209.52509  57.20809 0.05889
 448 1 241.07271  42.02816 0.03702
 448 2 241.27403  42.01001 0.03741
 449 1 241.82338  41.40361 0.03464
 449 2 241.62605  41.34328 0.03439
 450 1 141.00130  38.86691 0.04627
 450 2 140.93825  38.75623 0.04626
 451 1 151.11493  44.96736 0.07611
 451 2 151.10699  45.00873 0.07566
 452 1 221.83760  48.90131 0.00745
 452 2 221.51904  49.28066 0.00747
 453 1 234.58842  33.18475 0.02205
 453 2 234.65036  33.27712 0.02183
 454 1 195.64888  41.32336 0.02752
 454 2 195.59590  41.28587 0.02727
 455 1 190.57161  42.52113 0.00797
 455 2 191.28152  42.70225 0.00790
 456 1 192.11977  42.29768 0.05367
 456 2 192.24541  42.32995 0.05359
 457 1 212.12691  36.49537 0.03526
 457 2 212.13951  36.54625 0.03492
 458 1 155.39001  11.96224 0.02587
 458 2 155.40015  12.14007 0.02567
 459 1 175.97029  15.66877 0.05246
 459 2 175.88498  15.68670 0.05268
 460 1 149.51440  36.61536 0.05327
 460 2 149.46635  36.63567 0.05377
 461 1 166.98619   8.00135 0.01119
 461 2 166.72586   7.78162 0.01106
 462 1 214.38577  36.33864 0.04700
 462 2 214.25203  36.30777 0.04715
 463 1 216.80070  35.60831 0.07676
 463 2 216.81183  35.57830 0.07727
 464 1 217.60628  35.32103 0.01049
 464 2 217.46033  35.38205 0.01069
 465 1 216.29169  36.54100 0.04861
 465 2 216.30894  36.47626 0.04839
 466 1 202.60373  39.99719 0.02411
 466 2 202.38586  40.14468 0.02402
 467 1 203.89653  40.11112 0.05418
 467 2 203.92369  40.09792 0.05433
 468 1 202.65881  40.89875 0.05459
 468 2 202.72696  40.95974 0.05454
 469 1 171.87633  42.52973 0.03353
 469 2 171.79489  42.50393 0.03348
 470 1 213.15799  12.02018 0.03793
 470 2 213.07983  12.02011 0.03762
 471 1 229.16383  38.75573 0.02953
 471 2 229.37062  38.65855 0.02936
 472 1 232.73862  36.80656 0.04536
 472 2 232.69229  36.92315 0.04525
 473 1 233.99277  36.25170 0.05523
 473 2 234.02969  36.24139 0.05519
 474 1 128.04442  31.03916 0.07364
 474 2 128.06683  31.04801 0.07401
 475 1 128.80098  31.70424 0.06845
 475 2 128.77255  31.73697 0.06886
 476 1 159.85483  39.08259 0.04295
 476 2 159.84744  39.08061 0.04312
 477 1 157.45700  39.01257 0.02599
 477 2 157.29802  39.11489 0.02591
 478 1 156.43039  39.64637 0.02343
 478 2 156.39667  39.67361 0.02326
 479 1 223.08914  50.35933 0.03679
 479 2 223.05530  50.36113 0.03707
 480 1 223.78275  51.02026 0.02618
 480 2 223.88811  50.99293 0.02632
 481 1 201.79956  55.48717 0.02401
 481 2 201.93036  55.61134 0.02392
 482 1 204.66640  55.45016 0.03700
 482 2 204.67151  55.46976 0.03729
 483 1 204.31685  56.32278 0.06358
 483 2 204.29442  56.28041 0.06381
 484 1 205.34473  56.07104 0.03004
 484 2 205.37004  56.05776 0.03018
 485 1 205.35265  56.17108 0.03456
 485 2 205.38290  56.18356 0.03437
 486 1 205.69789  55.52137 0.03517
 486 2 205.69156  55.51862 0.03484
 487 1 204.23492  56.01654 0.06431
 487 2 204.21478  56.02848 0.06397
 488 1 206.48051  56.26449 0.06768
 488 2 206.46361  56.26734 0.06788
 489 1 169.52846  43.22303 0.05227
 489 2 169.52686  43.21161 0.05227
 490 1 163.10010  43.41837 0.05914
 490 2 163.17824  43.37550 0.05909
 491 1 162.95126  43.76413 0.01109
 491 2 163.18610  43.91220 0.01109
 492 1 222.24736   9.50476 0.04664
 492 2 222.23164   9.56096 0.04647
 493 1 222.00122   9.91793 0.05055
 493 2 221.99998   9.95436 0.05071
 494 1 223.13177  11.05835 0.05261
 494 2 223.08028  11.04386 0.05278
 495 1 188.60214   6.84756 0.07481
 495 2 188.54463   6.90201 0.07433
 496 1 219.55969   9.00753 0.05103
 496 2 219.63931   9.09049 0.05108
 497 1 241.82022  26.27442 0.03156
 497 2 241.86035  26.26357 0.03140
 498 1 163.04865  58.43810 0.03158
 498 2 163.01981  58.59975 0.03175
 499 1 243.03986  41.65821 0.05511
 499 2 242.96021  41.60928 0.05462
 500 1 130.07573   4.27078 0.05040
 500 2 130.04269   4.28199 0.05032
 501 1 155.13486   6.87175 0.04557
 501 2 155.15933   6.83394 0.04539
 502 1 254.93980  24.74566 0.04340
 502 2 254.96950  24.68286 0.04380
 503 1 339.09692  -0.79064 0.05547
 503 2 339.09076  -0.80432 0.05561
 504 1 189.78720   8.93417 0.04672
 504 2 189.79056   8.93274 0.04699
 505 1 231.98340   4.59672 0.03207
 505 2 231.98965   4.51154 0.03240
 506 1 158.20647  39.84655 0.02969
 506 2 158.13361  39.82664 0.02953
 507 1 251.30792  30.76070 0.07841
 507 2 251.31221  30.79489 0.07853
 508 1 234.40770   9.31486 0.03511
 508 2 234.45204   9.31604 0.03508
 509 1 116.86333  47.86597 0.05091
 509 2 116.89287  47.89114 0.05079
 510 1 119.69216  50.45974 0.02236
 510 2 119.98827  50.42772 0.02259
 511 1 212.58186  36.03947 0.05907
 511 2 212.52252  36.02021 0.05920
 512 1 159.46382  13.65867 0.05295
 512 2 159.45020  13.68606 0.05292
 513 1 121.46748  22.35024 0.04085
 513 2 121.45541  22.34013 0.04089
 514 1 181.08649  56.34662 0.04102
 514 2 181.05672  56.26574 0.04085
 515 1 177.15982  56.94619 0.05165
 515 2 177.16391  56.94423 0.05205
 516 1 175.66559  57.65165 0.06004
 516 2 175.66431  57.72847 0.06029
 517 1 215.79202   6.15505 0.05044
 517 2 215.75513   6.24014 0.05079
 518 1 332.92868  12.17613 0.07890
 518 2 332.97928  12.21800 0.07858
 519 1 169.54129   7.78166 0.04207
 519 2 169.54109   7.81272 0.04182
 520 1 193.69319  39.57126 0.03224
 520 2 193.58629  39.49461 0.03190
 521 1 119.45183  47.87279 0.05986
 521 2 119.57028  47.85744 0.06030
 522 1 348.75668   0.07222 0.05122
 522 2 348.74387   0.09505 0.05088
 523 1 127.12747  23.06092 0.04501
 523 2 127.12936  23.06214 0.04450
 524 1 206.70605  14.40049 0.02156
 524 2 206.71243  14.41516 0.02182
 525 1 209.23090  14.14224 0.01502
 525 2 209.26787  14.10182 0.01459
 526 1 238.86755  34.17785 0.03122
 526 2 238.85411  34.22645 0.03089
 527 1 185.70638  12.58052 0.05803
 527 2 185.69972  12.58459 0.05822
 528 1 255.32689  19.91750 0.04690
 528 2 255.34117  19.85453 0.04704
 529 1 189.56566   7.82038 0.03767
 529 2 189.54988   7.81244 0.03814
 530 1 219.74295   9.39585 0.03421
 530 2 219.79204   9.29824 0.03460
 531 1 184.64874  42.01393 0.04720
 531 2 184.54344  41.97657 0.04690
 532 1 187.06627  42.01404 0.03816
 532 2 187.00627  42.05072 0.03830
 533 1 245.74998  21.93665 0.03707
 533 2 245.70419  22.05807 0.03672
 534 1 241.44124  41.34474 0.00664
 534 2 241.31084  41.18843 0.00678
 535 1 190.02872   9.59779 0.05742
 535 2 189.94034   9.56404 0.05712
 536 1 211.27632  51.25669 0.07009
 536 2 211.28923  51.21733 0.07011
 537 1 205.81758  52.79513 0.06892
 537 2 205.83691  52.80206 0.06844
 538 1 150.87543   7.83822 0.03102
 538 2 150.82928   7.89740 0.03053
 539 1 224.35936  10.05577 0.04576
 539 2 224.29633  10.15454 0.04606
 540 1 228.12695   9.90791 0.04631
 540 2 228.06992   9.83969 0.04598
 541 1 226.98572   9.08511 0.05684
 541 2 227.00453   9.07945 0.05669
 542 1 238.07117   4.85036 0.03486
 542 2 237.96049   4.74875 0.03469
 543 1 220.54568  12.94290 0.02810
 543 2 220.58534  12.89767 0.02779
 544 1 341.90451   0.38500 0.03609
 544 2 341.80377   0.51203 0.03620
 545 1 139.31911  29.01773 0.06366
 545 2 139.28484  29.04430 0.06404
 546 1 140.31485  10.29474 0.03948
 546 2 140.33994  10.27484 0.03962
 547 1 206.61479  50.64402 0.01486
 547 2 206.61972  50.49337 0.01506
 548 1 206.24675  51.02384 0.02893
 548 2 206.25060  51.08876 0.02859
 549 1 224.65773   6.77515 0.00559
 549 2 224.53665   6.74654 0.00556
 550 1 173.38963  14.74545 0.03702
 550 2 173.31097  14.71744 0.03674
 551 1 225.93225  36.37375 0.04822
 551 2 225.88882  36.42369 0.04801
 552 1 248.41656  20.71453 0.05691
 552 2 248.41071  20.73003 0.05727
 553 1 158.93280  37.58817 0.05525
 553 2 158.81960  37.62212 0.05539
 554 1 199.76294  39.58933 0.02373
 554 2 199.66997  39.69507 0.02380
 555 1 241.14890  25.72067 0.03917
 555 2 241.05447  25.70532 0.03906
 556 1 241.00391  25.95541 0.04858
 556 2 240.95409  25.97278 0.04805
 557 1 227.22908  10.80346 0.02181
 557 2 227.32111  10.85163 0.02211
 558 1 223.57742  12.49602 0.05073
 558 2 223.54170  12.52909 0.05112
 559 1   1.51631  -0.72697 0.07368
 559 2   1.57303  -0.68217 0.07335
 560 1 123.96827  20.50247 0.04377
 560 2 123.99658  20.49745 0.04405
 561 1 122.51217  20.02922 0.03969
 561 2 122.45638  20.13119 0.03988
 562 1 139.20607  27.48959 0.02359
 562 2 139.28841  27.48115 0.02355
 563 1 177.68274  34.18818 0.07139
 563 2 177.66525  34.19616 0.07139
 564 1 220.69952  37.87199 0.03211
 564 2 220.53738  37.87319 0.03210
 565 1 226.36589  36.11429 0.07982
 565 2 226.34239  36.09159 0.07943
 566 1 227.12262  37.18911 0.05507
 566 2 227.10791  37.17422 0.05557
 567 1 227.99055  36.78505 0.04478
 567 2 227.95473  36.85206 0.04452
 568 1 169.53229  42.04484 0.07048
 568 2 169.50990  41.97563 0.07032
 569 1 237.75571  23.01575 0.02489
 569 2 237.71631  22.93971 0.02531
 570 1 240.76515  21.69745 0.03432
 570 2 240.73676  21.72255 0.03405
 571 1 215.61792  13.43024 0.04005
 571 2 215.65361  13.43948 0.04039
 572 1 215.17915  13.69611 0.02028
 572 2 215.29152  13.94782 0.02021
 573 1 215.63870  13.71719 0.02548
 573 2 215.64485  13.71735 0.02552
 574 1 203.67427  50.46419 0.02891
 574 2 203.70326  50.31296 0.02880
 575 1 200.71075  51.73833 0.02971
 575 2 200.71332  51.75079 0.02989
 576 1 144.86536  11.01377 0.03456
 576 2 144.84583  10.98685 0.03507
 577 1 143.01566  10.37778 0.05062
 577 2 142.97401  10.35128 0.05012
 578 1 221.74788   7.89242 0.02851
 578 2 221.75063   7.91243 0.02819
 579 1 226.04909   7.45643 0.05560
 579 2 226.11852   7.42202 0.05578
 580 1 228.30466   7.22552 0.01304
 580 2 228.53229   6.91788 0.01300
 581 1 225.53488   7.21577 0.05587
 581 2 225.54828   7.23939 0.05601
 582 1 197.12114  48.16273 0.03455
 582 2 197.06963  48.20972 0.03439
 583 1 195.79771  48.78531 0.01607
 583 2 195.72250  48.73925 0.01605
 584 1 193.67172  49.37214 0.03086
 584 2 193.51591  49.45826 0.03092
 585 1 161.07246  34.94471 0.06707
 585 2 161.12816  34.88706 0.06696
 586 1 162.04768  33.19234 0.02252
 586 2 162.06792  33.26755 0.02278
 587 1 162.12878  33.53616 0.07184
 587 2 162.13063  33.55257 0.07157
 588 1 233.58827  25.39542 0.06874
 588 2 233.67665  25.40185 0.06846
 589 1 242.91357  38.21157 0.06487
 589 2 242.83025  38.21571 0.06529
 590 1 181.49706  38.09108 0.05272
 590 2 181.47263  38.06588 0.05230
 591 1 167.89076  32.86488 0.06015
 591 2 167.90886  32.86671 0.06042
 592 1 167.20166  33.50950 0.07914
 592 2 167.26105  33.54275 0.07882
 593 1 168.73683  33.82565 0.03690
 593 2 168.63383  33.80582 0.03698
 594 1 164.79234  32.18475 0.05848
 594 2 164.78946  32.18646 0.05879
 595 1 164.96506  32.06806 0.04089
 595 2 164.93616  32.08628 0.04083
 596 1 188.35648  13.23311 0.02422
 596 2 188.33817  13.22545 0.02412
 597 1 171.55298  40.11868 0.03053
 597 2 171.60944  40.07728 0.03034
 598 1 238.77884  34.78228 0.04714
 598 2 238.84155  34.82808 0.04661
 599 1 241.81003  33.31920 0.06269
 599 2 241.84856  33.39936 0.06294
 600 1 175.72015  32.85674 0.06662
 600 2 175.71443  32.85779 0.06610
 601 1 229.67107  23.60526 0.07115
 601 2 229.71347  23.58855 0.07093
 602 1 198.53056  30.01505 0.03515
 602 2 198.57378  30.07080 0.03518
 603 1 133.58998  32.68085 0.01459
 603 2 133.62263  32.63552 0.01455
 604 1 142.42960  35.19662 0.06702
 604 2 142.36540  35.13839 0.06704
 605 1 252.42172  24.83636 0.05523
 605 2 252.39397  24.81806 0.05535
 606 1 237.30440  31.10242 0.03145
 606 2 237.22203  30.96763 0.03163
 607 1 235.93697  29.42952 0.03411
 607 2 236.02072  29.38785 0.03450
 608 1 227.38702  42.48993 0.05857
 608 2 227.45050  42.51647 0.05859
 609 1 123.23244  52.36553 0.05227
 609 2 123.28898  52.31973 0.05201
 610 1 235.63792  38.49292 0.06814
 610 2 235.61636  38.50060 0.06825
 611 1 232.69330  41.51731 0.04216
 611 2 232.77950  41.50327 0.04200
 612 1 241.91107  35.12724 0.06870
 612 2 241.84930  35.16388 0.06892
 613 1 235.92049  39.54035 0.06347
 613 2 235.90704  39.49174 0.06394
 614 1 240.48972  37.13063 0.05842
 614 2 240.51328  37.17229 0.05836
 615 1 233.23178  42.07175 0.05639
 615 2 233.25957  41.99212 0.05591
 616 1 194.16132  50.66525 0.04525
 616 2 194.22182  50.67896 0.04536
 617 1 181.37007  46.77975 0.03124
 617 2 181.43324  46.92995 0.03123
 618 1 227.52235   9.72300 0.02152
 618 2 227.63673   9.68232 0.02143
 619 1 228.09853  11.13301 0.06226
 619 2 228.11095  11.05281 0.06212
 620 1 227.32253  11.17853 0.06918
 620 2 227.33180  11.13348 0.06911
 621 1 233.16119  10.45312 0.02005
 621 2 232.94754  10.62913 0.02012
 622 1 341.88559   0.16396 0.06189
 622 2 341.87827   0.17012 0.06184
 623 1 130.00986  29.81740 0.06484
 623 2 130.08253  29.77408 0.06491
 624 1 128.48605  26.97266 0.01175
 624 2 128.35826  26.85387 0.01187
 625 1 130.30751  27.90780 0.05806
 625 2 130.42311  27.91877 0.05794
 626 1 134.19858  29.91860 0.03305
 626 2 134.36368  29.85663 0.03293
 627 1 135.03041  29.63276 0.02676
 627 2 135.17033  29.59471 0.02699
 628 1 165.73967  31.39272 0.04613
 628 2 165.76587  31.36695 0.04603
 629 1 177.62210  28.59457 0.04766
 629 2 177.70169  28.59784 0.04773
 630 1 178.90164  29.99592 0.02268
 630 2 178.94435  29.94145 0.02267
 631 1 177.01398  30.35933 0.02098
 631 2 177.01204  30.44027 0.02112
 632 1 121.25006  23.94995 0.05594
 632 2 121.20333  23.94118 0.05570
 633 1 118.95838  22.66290 0.07396
 633 2 118.98221  22.62287 0.07418
 634 1 219.64687  52.70644 0.01115
 634 2 219.43407  52.72535 0.01130
 635 1 322.39755  -0.27073 0.05838
 635 2 322.32507  -0.31157 0.05826
 636 1 322.60785  -0.47429 0.01989
 636 2 322.61331  -0.44498 0.02014
 637 1 194.23604  38.63951 0.02428
 637 2 194.35797  38.63895 0.02436
 638 1 192.74811  35.06614 0.03858
 638 2 192.69882  35.10107 0.03869
 639 1 163.98026  36.86152 0.02180
 639 2 164.02367  36.96003 0.02161
 640 1 162.91624  37.52699 0.03063
 640 2 162.86133  37.51882 0.03042
 641 1 165.10950  31.89830 0.06324
 641 2 165.14113  31.86306 0.06328
 642 1 163.95856  31.39228 0.03493
 642 2 163.82278  31.44403 0.03470
 643 1 233.38474  19.49768 0.03719
 643 2 233.41528  19.48032 0.03753
 644 1 181.14670  30.10879 0.04669
 644 2 181.27534  30.07376 0.04688
 645 1 183.57607  29.52964 0.06326
 645 2 183.54561  29.45485 0.06297
 646 1 245.87621  35.96144 0.05081
 646 2 245.90137  35.94451 0.05077
 647 1 241.77399  30.21762 0.05469
 647 2 241.87355  30.22346 0.05481
 648 1 243.87825  30.50380 0.05382
 648 2 243.85240  30.56971 0.05391
 649 1 180.43214   7.56033 0.04033
 649 2 180.40100   7.59372 0.04027
 650 1  55.55396  -0.35424 0.02512
 650 2  55.61697  -0.42944 0.02506
 651 1  28.09481  -0.38966 0.05473
 651 2  28.09221  -0.37485 0.05422
 652 1  20.33885   0.09038 0.01266
 652 2  20.50306   0.27018 0.01268
 653 1 231.27176  19.83481 0.02292
 653 2 231.10689  19.71651 0.02305
 654 1 348.63803   0.23599 0.01465
 654 2 348.58102   0.18277 0.01452
 655 1 147.94392  27.54610 0.03304
 655 2 148.00726  27.54560 0.03344
 656 1 243.90381  28.15859 0.02505
 656 2 243.94626  28.06193 0.02494
 657 1  16.80828   0.79271 0.05148
 657 2  16.83477   0.75639 0.05127
 658 1  19.43227  -0.83138 0.05334
 658 2  19.47878  -0.85353 0.05334
 659 1  19.77158  -0.78539 0.05396
 659 2  19.74918  -0.77372 0.05362
 660 1  17.57881   0.13013 0.06567
 660 2  17.55718   0.04367 0.06586
 661 1 180.75365  27.67784 0.05057
 661 2 180.72015  27.67077 0.05052
 662 1 182.33727  28.53145 0.07524
 662 2 182.39078  28.52390 0.07511
 663 1 203.43913  23.86041 0.03704
 663 2 203.44548  23.89610 0.03741
 664 1 121.44727  22.90968 0.03037
 664 2 121.45454  22.93024 0.03040
 665 1 124.44941  24.79904 0.07252
 665 2 124.51718  24.75976 0.07247
 666 1 119.02764  20.76230 0.04561
 666 2 119.04802  20.71501 0.04568
 667 1 197.51122  11.45190 0.05417
 667 2 197.49292  11.53232 0.05407
 668 1 195.73705  12.88059 0.03618
 668 2 195.75114  12.94362 0.03638
 669 1 192.17610  13.27484 0.03856
 669 2 192.12550  13.32482 0.03885
 670 1 198.24968  43.20431 0.06168
 670 2 198.28452  43.21658 0.06190
 671 1  18.31366   0.43725 0.06910
 671 2  18.36017   0.37909 0.06914
 672 1 184.50818  40.38284 0.04890
 672 2 184.46600  40.41045 0.04909
 673 1 188.96597  38.37613 0.01301
 673 2 188.71227  38.29995 0.01327
 674 1 193.52916  55.23082 0.06454
 674 2 193.57040  55.26912 0.06504
 675 1 196.35759  53.59175 0.03806
 675 2 196.36505  53.69962 0.03788
 676 1 199.88135  55.29734 0.03812
 676 2 200.08841  55.23398 0.03815
 677 1 155.11752   7.77879 0.06795
 677 2 155.08380   7.78812 0.06755
 678 1 158.23230   8.38911 0.04197
 678 2 158.31554   8.41448 0.04223
 679 1 241.99535  10.22252 0.03360
 679 2 241.97301  10.26933 0.03352
 680 1 243.50415  10.45840 0.04132
 680 2 243.44810  10.48844 0.04117
 681 1 218.80247  13.74751 0.04220
 681 2 218.79370  13.68021 0.04203
 682 1 241.15392   9.95318 0.03404
 682 2 241.15454   9.95118 0.03395
 683 1 242.13652   9.60671 0.03390
 683 2 242.09509   9.66601 0.03424
 684 1 177.26826  27.33423 0.02226
 684 2 177.27274  27.25147 0.02238
 685 1 155.38644  22.54637 0.02421
 685 2 155.54155  22.35804 0.02403
 686 1 152.01962  22.22411 0.02103
 686 2 151.79474  22.21731 0.02054
 687 1 163.67839  36.00502 0.05915
 687 2 163.58176  36.02738 0.05957
 688 1 166.49200  36.40711 0.02475
